,energy,non-energy,agriculture,beverages,food,raw-materials,metals-minerals,precious-metals
1993M04,1,1,0,1,1,0,1,1
1993M05,1,1,0,1,1,0,1,0
1993M06,1,1,0,1,1,0,1,0
1993M07,1,0,0,0,0,0,1,0
1993M08,1,0,0,0,0,0,1,0
1993M09,1,0,0,0,0,0,1,0
1993M10,1,0,0,0,1,0,1,0
1993M11,1,0,0,0,0,0,1,0
1993M12,1,0,0,0,0,0,1,0
1994M01,1,0,0,0,0,1,1,0
1994M02,1,0,0,0,0,1,0,0
1994M03,1,0,0,0,0,1,0,0
1994M04,1,0,0,0,0,1,1,1
1994M05,1,0,0,0,0,1,0,0
1994M06,1,0,0,0,0,0,0,0
1994M07,0,0,0,0,0,0,0,0
1994M08,0,0,0,0,1,0,0,0
1994M09,0,0,0,0,1,0,0,0
1994M10,0,0,0,0,1,0,0,0
1994M11,0,0,0,0,1,0,0,1
1994M12,0,0,0,0,0,0,0,1
1995M01,0,0,0,0,0,1,0,1
1995M02,0,0,0,0,0,1,0,1
1995M03,1,0,0,0,0,1,0,1
1995M04,0,0,1,1,0,1,0,0
1995M05,0,0,1,1,0,1,0,0
1995M06,0,0,1,1,0,1,0,1
1995M07,1,0,0,1,0,1,0,1
1995M08,1,0,0,1,0,1,0,1
1995M09,0,1,1,1,0,1,1,0
1995M10,1,1,0,1,0,1,1,0
1995M11,1,1,0,1,0,1,1,0
1995M12,0,1,1,1,0,1,1,0
1996M01,0,1,0,1,0,1,1,0
1996M02,0,1,0,1,0,1,1,0
1996M03,0,1,0,1,0,1,1,0
1996M04,0,0,0,1,0,0,1,0
1996M05,0,0,0,1,0,0,1,0
1996M06,0,0,0,1,0,0,1,1
1996M07,0,1,0,1,0,0,1,1
1996M08,0,1,0,1,0,0,1,1
1996M09,0,1,1,0,1,1,1,1
1996M10,0,1,1,0,1,1,1,1
1996M11,0,1,1,1,1,1,1,1
1996M12,0,1,1,1,1,1,1,1
1997M01,0,1,1,1,1,1,1,1
1997M02,0,1,1,0,1,1,1,1
1997M03,1,1,1,0,1,1,0,1
1997M04,1,1,1,0,1,1,0,1
1997M05,1,0,1,0,1,1,0,1
1997M06,1,0,1,0,1,1,0,1
1997M07,1,0,1,0,1,1,0,1
1997M08,1,1,1,0,1,1,0,1
1997M09,1,1,1,0,1,1,0,1
1997M10,1,1,1,0,1,1,1,1
1997M11,1,1,1,0,1,1,1,1
1997M12,1,1,1,1,1,1,1,1
1998M01,1,1,1,1,1,1,1,1
1998M02,1,1,1,1,1,1,1,1
1998M03,1,1,1,1,1,1,1,1
1998M04,1,1,1,1,1,1,1,0
1998M05,1,1,1,1,1,1,1,1
1998M06,1,1,1,1,1,1,1,1
1998M07,1,1,1,1,1,1,1,1
1998M08,1,1,1,1,1,1,1,1
1998M09,1,1,1,1,1,1,1,1
1998M10,1,1,1,1,1,1,1,1
1998M11,1,1,1,1,1,1,1,1
1998M12,1,1,1,1,1,1,1,1
1999M01,1,1,1,1,1,1,1,1
1999M02,1,1,1,1,1,0,1,1
1999M03,1,1,1,1,1,0,1,1
1999M04,0,1,1,1,1,0,1,1
1999M05,0,1,1,1,1,0,1,1
1999M06,0,1,1,1,1,0,1,1
1999M07,0,1,1,1,1,0,0,1
1999M08,0,1,1,1,1,0,0,1
1999M09,0,1,1,1,1,0,0,1
1999M10,0,1,1,1,1,0,0,0
1999M11,0,1,1,1,1,0,0,1
1999M12,0,0,1,1,1,0,0,1
2000M01,0,0,1,1,1,0,0,1
2000M02,0,0,1,1,1,0,0,0
2000M03,0,0,1,1,1,0,0,0
2000M04,0,0,0,1,0,0,0,0
2000M05,0,0,0,1,0,0,0,0
2000M06,0,1,1,1,1,0,1,0
2000M07,0,1,1,1,1,1,0,1
2000M08,0,1,1,1,1,1,0,1
2000M09,0,1,1,1,1,1,0,1
2000M10,0,1,1,1,1,1,1,1
2000M11,0,1,1,1,1,1,1,1
2000M12,0,1,1,1,0,1,1,1
2001M01,0,1,1,1,1,1,0,1
2001M02,0,1,1,1,1,1,1,1
2001M03,1,1,1,1,0,1,1,1
2001M04,1,1,1,1,0,1,1,1
2001M05,1,1,1,1,0,1,1,1
2001M06,1,1,1,1,0,1,1,1
2001M07,1,1,0,1,0,1,1,1
2001M08,1,1,0,1,0,1,1,1
2001M09,1,1,1,1,1,1,1,1
2001M10,1,1,1,1,1,1,1,0
2001M11,1,1,1,1,1,1,1,1
2001M12,1,1,1,1,1,1,1,0
2002M01,1,1,1,1,0,1,1,0
2002M02,1,1,1,0,1,1,1,0
2002M03,1,1,1,0,1,1,1,0
2002M04,1,1,1,0,1,1,1,0
2002M05,1,1,1,0,1,1,1,0
2002M06,1,0,0,0,0,0,0,0
2002M07,0,0,0,0,0,0,0,0
2002M08,0,0,0,0,0,0,1,0
2002M09,0,0,0,0,0,0,1,0
2002M10,0,0,0,0,0,0,1,0
2002M11,0,0,0,0,0,0,0,0
2002M12,0,0,0,0,0,0,1,0
2003M01,0,0,0,0,0,0,0,0
2003M02,0,0,0,0,0,0,0,0
2003M03,0,0,0,0,0,0,0,0
2003M04,1,0,0,0,0,0,1,0
2003M05,0,0,0,1,0,0,0,0
2003M06,1,0,1,1,1,0,0,0
2003M07,1,1,1,1,1,0,0,0
2003M08,0,0,1,1,1,0,0,0
2003M09,1,0,1,1,1,0,0,0
2003M10,1,0,0,1,0,0,0,0
2003M11,1,0,0,1,0,0,0,0
2003M12,1,0,0,1,0,0,0,0
2004M01,0,0,0,1,0,0,0,0
2004M02,0,0,0,1,0,0,0,0
2004M03,0,0,0,0,0,0,0,0
2004M04,0,0,0,0,0,0,0,0
2004M05,0,0,0,0,0,0,0,0
2004M06,0,0,0,0,0,0,0,0
2004M07,0,0,0,0,0,0,0,0
2004M08,0,0,1,0,1,1,0,0
2004M09,0,0,1,0,1,0,0,1
2004M10,0,0,1,1,1,1,0,0
2004M11,0,1,1,0,1,1,0,0
2004M12,0,1,1,0,1,1,0,0
2005M01,0,1,1,0,1,1,0,1
2005M02,0,0,1,0,1,1,0,0
2005M03,0,0,0,0,0,0,0,0
2005M04,0,0,0,0,1,0,0,0
2005M05,0,0,0,0,0,0,0,0
2005M06,0,0,0,0,0,0,0,0
2005M07,0,0,0,0,0,0,0,1
2005M08,0,0,0,0,0,0,0,1
2005M09,0,0,0,1,0,0,0,0
2005M10,0,0,0,1,0,0,0,0
2005M11,0,0,0,1,1,0,0,0
2005M12,0,0,1,1,1,0,0,0
2006M01,0,0,0,1,0,0,0,0
2006M02,0,0,0,0,0,0,0,0
2006M03,0,0,0,1,0,0,0,0
2006M04,0,0,0,0,0,0,0,0
2006M05,1,0,0,0,0,0,0,0
2006M06,1,0,0,0,0,0,0,0
2006M07,0,0,0,0,0,0,0,0
2006M08,0,0,0,0,0,0,0,0
2006M09,1,0,0,0,0,0,0,0
2006M10,1,0,0,1,0,0,0,0
2006M11,1,0,0,0,0,0,0,0
2006M12,1,0,0,0,0,0,0,0
2007M01,1,0,0,0,0,0,0,1
2007M02,1,0,0,0,0,0,1,1
2007M03,1,0,0,0,0,0,0,0
2007M04,1,0,0,0,0,0,0,0
2007M05,1,0,0,0,0,0,0,0
2007M06,0,0,0,0,0,0,0,0
2007M07,0,0,0,0,0,0,0,0
2007M08,0,0,0,0,0,0,0,0
2007M09,0,0,0,0,0,0,0,0
2007M10,0,0,0,0,0,0,0,0
2007M11,0,0,0,0,0,0,0,0
2007M12,0,0,0,0,0,0,1,0
2008M01,0,0,0,0,0,0,1,0
2008M02,0,0,0,0,0,0,1,0
2008M03,0,0,0,0,0,0,0,0
2008M04,0,0,0,0,0,0,0,0
2008M05,0,0,0,0,0,0,0,0
2008M06,0,0,0,0,0,0,0,0
2008M07,0,0,0,0,0,0,0,0
2008M08,0,0,0,0,0,0,1,1
2008M09,0,0,0,0,0,0,1,1
2008M10,1,1,1,1,1,1,1,1
2008M11,1,1,1,1,1,1,1,1
2008M12,1,1,1,1,1,1,1,1
2009M01,1,1,1,1,1,1,1,1
2009M02,1,1,1,1,1,1,1,1
2009M03,1,1,1,1,1,1,1,1
2009M04,1,1,1,1,1,1,1,1
2009M05,1,1,1,1,1,1,1,0
2009M06,1,1,1,1,1,1,1,0
2009M07,1,1,1,0,1,1,1,0
2009M08,0,0,0,0,0,1,0,0
2009M09,0,0,0,0,0,0,0,0
2009M10,0,0,0,0,0,0,0,0
2009M11,0,0,0,0,0,0,0,0
2009M12,0,0,0,0,0,0,0,0
2010M01,0,0,0,0,0,0,0,0
2010M02,0,0,0,0,1,0,0,0
2010M03,0,0,1,0,1,0,0,0
2010M04,0,0,0,0,1,0,0,0
2010M05,0,0,1,0,1,0,0,0
2010M06,0,0,0,0,1,0,0,0
2010M07,0,0,0,0,1,0,0,0
2010M08,1,0,0,0,0,0,0,0
2010M09,1,0,0,0,0,0,0,0
2010M10,0,0,0,0,0,0,0,0
2010M11,0,0,0,0,0,0,0,0
2010M12,0,0,0,0,0,0,0,0
2011M01,0,0,0,0,0,0,0,0
2011M02,0,0,0,0,0,0,0,0
2011M03,0,0,0,0,0,0,0,0
2011M04,0,0,0,0,0,0,0,0
2011M05,0,0,0,0,0,0,0,0
2011M06,0,0,0,0,0,0,0,0
2011M07,0,0,0,0,0,0,0,0
2011M08,0,0,0,0,0,0,0,0
2011M09,0,1,0,0,0,1,1,0
2011M10,0,1,1,1,1,1,1,0
2011M11,0,1,1,1,1,1,1,0
2011M12,1,1,1,1,1,1,1,0
2012M01,1,1,1,1,1,1,1,1
2012M02,0,1,1,1,1,1,1,0
2012M03,0,1,1,1,1,1,1,1
2012M04,1,1,1,1,1,1,1,1
2012M05,1,1,1,1,1,1,1,1
2012M06,1,1,1,1,1,1,1,1
2012M07,1,1,0,1,0,1,1,1
2012M08,1,1,0,1,0,1,1,1
2012M09,1,0,0,1,0,1,1,0
2012M10,1,1,0,1,0,1,1,0
2012M11,1,1,1,1,0,1,1,1
2012M12,1,1,1,1,1,1,1,1
2013M01,1,1,1,1,1,1,1,1
2013M02,0,1,1,1,1,1,0,0
2013M03,0,1,1,1,1,1,0,1
2013M04,1,1,1,1,1,1,1,1
2013M05,1,1,1,1,1,1,1,1
2013M06,1,1,1,1,1,1,1,1
2013M07,1,1,1,1,1,1,1,1
2013M08,1,1,1,1,1,1,1,1
2013M09,1,1,1,1,1,1,1,1
2013M10,1,1,1,1,1,1,1,1
2013M11,1,1,1,1,1,1,1,1
2013M12,1,1,1,1,1,1,1,1
2014M01,0,1,1,1,1,0,1,1
2014M02,0,1,1,0,1,1,1,1
2014M03,0,1,1,0,1,0,1,1
2014M04,1,0,0,0,1,0,1,1
2014M05,1,0,0,0,0,0,1,1
2014M06,1,1,0,0,1,1,1,1
2014M07,1,1,1,0,1,1,1,1
2014M08,1,1,1,0,1,1,1,1
2014M09,1,1,1,0,1,1,1,1
2014M10,1,1,1,0,1,1,1,1
2014M11,1,1,1,0,1,1,1,1
2014M12,1,1,1,1,1,1,1,1
2015M01,1,1,1,1,1,1,1,1
2015M02,1,1,1,1,1,1,1,1
2015M03,1,1,1,1,1,1,1,1
2015M04,1,1,1,1,1,1,1,1
2015M05,1,1,1,1,1,1,1,1
2015M06,1,1,1,1,1,1,1,1
2015M07,1,1,1,1,1,1,1,1
2015M08,1,1,1,1,1,1,1,1
2015M09,1,1,1,1,1,1,1,1
2015M10,1,1,1,1,1,1,1,1
2015M11,1,1,1,1,1,1,1,1
2015M12,1,1,1,0,1,1,1,1
2016M01,1,1,1,1,1,1,1,1
2016M02,1,1,1,1,1,1,1,1
2016M03,1,1,1,1,1,1,1,0
2016M04,1,1,1,1,1,1,1,0
2016M05,1,0,0,1,0,1,1,0
2016M06,1,0,0,1,0,1,1,0
2016M07,1,0,0,0,0,1,1,0
2016M08,1,0,0,1,0,1,0,0
2016M09,0,0,0,1,0,1,0,0
2016M10,0,0,0,0,0,1,0,0
2016M11,0,0,0,0,0,0,0,0
2016M12,0,0,0,1,0,0,0,1
2017M01,0,0,0,1,0,0,0,1
2017M02,0,0,1,1,1,0,0,1
2017M03,0,0,1,1,1,1,0,1
2017M04,0,1,1,1,1,0,0,1
2017M05,0,0,1,1,1,0,0,1
2017M06,1,0,1,1,0,1,0,1
2017M07,1,0,1,1,0,1,0,1
2017M08,0,0,1,1,1,1,0,1
2017M09,1,0,1,1,1,1,0,0
2017M10,0,1,1,1,1,1,0,0
2017M11,0,1,1,1,1,1,0,0
2017M12,0,1,1,1,1,1,0,1
2018M01,0,0,1,1,0,1,0,0
2018M02,0,0,1,1,1,1,0,0
2018M03,0,0,0,1,0,0,0,0
2018M04,0,0,0,1,0,0,0,0
2018M05,0,0,0,0,0,0,0,1
2018M06,0,0,0,1,0,0,0,1
2018M07,0,1,1,1,1,0,1,1
2018M08,0,1,1,1,1,0,1,1
2018M09,0,1,1,1,1,1,1,1
2018M10,0,1,1,1,1,1,1,1
2018M11,1,1,1,1,1,1,1,1
2018M12,1,1,1,1,1,1,1,1
2019M01,1,1,1,1,1,1,1,1
2019M02,1,1,1,1,1,1,1,1
2019M03,1,1,1,1,1,1,1,1
2019M04,1,1,1,1,1,1,0,0
2019M05,1,1,1,1,1,1,1,0
2019M06,1,0,0,0,0,1,1,0
2019M07,1,1,1,1,1,1,0,0
2019M08,1,1,1,1,1,1,1,0
2019M09,1,1,1,1,1,1,1,0
2019M10,1,1,1,1,1,1,1,0
2019M11,1,1,0,0,0,1,1,0
2019M12,1,0,0,0,0,1,1,0
2020M01,1,0,0,0,0,1,1,0
2020M02,1,1,0,0,0,1,1,0
2020M03,1,1,1,1,1,1,1,0
2020M04,1,1,1,1,1,1,1,0
2020M05,1,1,1,0,1,1,1,0
2020M06,1,1,0,0,0,1,1,0
2020M07,1,1,0,0,0,1,1,0
2020M08,1,0,1,0,1,1,0,0
2020M09,1,0,0,0,0,1,0,0
2020M10,1,0,0,1,0,1,0,0
2020M11,1,0,0,1,0,0,0,0
2020M12,0,0,0,0,0,0,0,0
2021M01,0,0,0,0,0,0,0,0
2021M02,0,0,0,0,0,0,0,0
2021M03,0,0,0,0,0,0,0,0
2021M04,0,0,0,0,0,0,0,1
2021M05,0,0,0,0,0,0,0,1
2021M06,0,0,0,0,0,0,0,1
2021M07,0,0,0,0,0,0,0,1
2021M08,0,0,0,0,0,0,0,1
2021M09,0,0,0,0,0,0,0,1
2021M10,0,0,0,0,0,0,0,1
2021M11,0,0,0,0,0,0,0,1
2021M12,0,0,0,0,0,0,0,1
2022M01,0,0,0,0,0,0,0,1
2022M02,0,0,0,0,0,0,0,1
2022M03,0,0,0,0,0,0,0,0
2022M04,0,0,0,0,0,0,0,0
2022M05,0,0,0,0,0,0,1,1
2022M06,0,0,0,0,0,1,1,1
2022M07,0,1,0,1,0,1,1,1
2022M08,0,1,0,0,0,1,1,1
2022M09,0,1,1,1,0,1,1,1
2022M10,0,1,1,1,1,1,1,1
2022M11,1,1,1,1,1,1,1,1
2022M12,1,1,1,1,1,1,1,1
2023M01,1,1,1,1,1,1,1,1
2023M02,1,1,1,1,1,1,1,1
2023M03,1,1,1,1,1,1,1,0
2023M04,1,1,1,1,1,1,0,0
